loan_id,loan_type,origination_date,maturity_date,current_maturity_date,currency_code,channel_of_origination,amortisation_type,principal_balance,accrued_interest_on_book,accrued_interest_off_book,balance_at_default,ifrs_stage,days_past_due,default_date,current_interest_rate,current_interest_margin,interest_rate_type,product_code,code_of_conduct_status,is_non_performing,write_off_flag,created_at
506,personal,2023-05-15,2031-01-27,2030-09-13,GBP,partner,linear,138102.75,3925.33,669.9,,other_not_impaired,3,,10.9994,7.6272,fixed,SME_REVOLVER,not_applicable,false,false,2023-05-15T16:46:05+00:00
507,corporate,2019-03-10,2026-03-04,2026-08-14,GBP,branch,bullet,790533.33,44480.52,2467.09,,fair_value_pnl,5,,4.6807,1.4591,fixed,AUTO_LOAN,waived,false,false,2019-03-10T08:21:44+00:00
508,corporate,2022-08-10,2030-11-30,2030-08-11,USD,online,bullet,2509853.77,138736.07,377.98,2039212.17,ifrs_stage_3_impaired,163,2024-11-04,7.3393,3.4635,fixed,AUTO_LOAN,not_applicable,true,false,2022-08-10T05:21:10+00:00
509,personal,2024-12-31,2033-12-19,2034-10-19,USD,online,annuity,180817.91,4775.27,2839.92,,fair_value_pnl,1,,7.344,4.8469,floating,CONSUMER_LOAN,waived,false,false,2024-12-31T19:33:43+00:00
510,personal,2019-12-19,2027-01-15,2026-12-11,EUR,online,bullet,205638.77,171.32,2386.61,,fair_value_pnl,2,,12.7463,8.9989,fixed,SME_TERM,not_applicable,false,false,2019-12-19T18:22:05+00:00
511,corporate,2020-03-11,2023-06-21,2023-06-20,USD,broker,bullet,2731495.93,155234.85,42041.54,,fair_value_pnl,6,,1.5159,0.7759,floating,AUTO_LOAN,waived,false,false,2020-03-11T22:54:16+00:00
512,corporate,2024-02-19,2031-10-19,2031-11-19,USD,online,annuity,1574190.64,4752.34,27869.92,,fair_value_pnl,0,,4.178,0.6832,fixed,MORTGAGE_STD,not_applicable,false,false,2024-02-19T03:31:37+00:00
513,corporate,2025-04-26,2028-09-30,2028-12-01,USD,online,annuity,2107734.81,61448.37,4065.04,1955451.5,ifrs_stage_3_impaired,178,2025-06-17,6.8531,5.3101,fixed,SME_TERM,waived,true,false,2025-04-26T04:38:38+00:00
514,corporate,2023-12-26,2029-09-05,2029-12-09,USD,branch,annuity,394319.94,1548.87,2266.93,,ifrs_stage_2,22,,4.6202,4.5566,fixed,AUTO_LOAN,waived,false,false,2023-12-26T09:05:33+00:00
515,corporate,2023-08-08,2029-11-04,2029-06-28,EUR,online,annuity,3804627.45,194519.23,71681.83,,ifrs_stage_2,59,,3.3735,1.327,fixed,CONSUMER_LOAN,active,false,false,2023-08-08T07:32:51+00:00
516,personal,2019-07-13,2024-03-26,2024-08-04,EUR,online,linear,265564.45,1962.57,1043.05,,other_not_impaired,2,,4.2677,1.5932,fixed,MORTGAGE_STD,active,false,false,2019-07-13T04:49:33+00:00
517,corporate,2022-07-04,2025-12-25,2026-11-10,USD,broker,linear,5508811.23,240567.78,104636.08,,ifrs_stage_1,1,,8.2002,5.06,floating,AUTO_LOAN,waived,false,false,2022-07-04T10:31:46+00:00
518,corporate,2019-09-01,2022-08-25,2023-02-03,USD,online,linear,3403675.06,58146.25,41529.42,,ifrs_stage_1,6,,5.0653,1.4666,mixed,CONSUMER_LOAN,not_applicable,false,false,2019-09-01T19:48:58+00:00
519,personal,2023-09-07,2025-07-21,2025-07-05,EUR,broker,linear,108472.5,681.71,353.46,,other_not_impaired,2,,4.8792,1.9553,mixed,MORTGAGE_STD,waived,false,false,2023-09-07T01:50:45+00:00
520,corporate,2024-09-23,2030-01-31,2030-02-06,USD,branch,annuity,582490.69,13885.29,4138.96,,fair_value_pnl,4,,11.8964,8.3202,fixed,SME_REVOLVER,waived,false,false,2024-09-23T15:21:56+00:00
521,corporate,2025-06-27,2028-04-24,2028-09-30,GBP,online,linear,5857063.7,105008.21,105723.44,,ifrs_stage_1,1,,2.01,1.5475,fixed,SME_REVOLVER,active,false,false,2025-06-27T00:08:05+00:00
522,personal,2023-03-22,2033-02-01,2033-03-25,GBP,partner,linear,255831.97,9733.41,3621.52,,ifrs_stage_1,5,,10.8482,7.2768,floating,CONSUMER_LOAN,active,false,false,2023-03-22T03:46:41+00:00
523,personal,2019-01-15,2025-04-12,2025-07-22,EUR,broker,linear,43480.44,1973.17,697.01,,other_not_impaired,7,,4.3908,1.5677,fixed,CONSUMER_LOAN,waived,false,false,2019-01-15T18:50:22+00:00
524,corporate,2022-03-19,2031-04-27,2031-06-16,GBP,online,bullet,7075016.65,39628.76,28866.52,,other_not_impaired,0,,9.8822,6.5158,mixed,SME_TERM,active,false,false,2022-03-19T16:17:14+00:00
525,personal,2022-10-03,2026-04-24,2026-12-10,GBP,partner,bullet,111768.78,6658.04,92.81,,other_not_impaired,8,,5.3591,1.4039,mixed,SME_TERM,active,false,false,2022-10-03T17:57:00+00:00
526,personal,2024-12-02,2027-06-27,2027-10-21,GBP,partner,bullet,117827.63,6694.53,455.15,,other_not_impaired,0,,11.7642,8.0721,mixed,SME_REVOLVER,active,false,false,2024-12-02T07:08:30+00:00
527,personal,2020-04-05,2022-02-24,2022-06-06,GBP,online,annuity,58538.68,1785.97,579.45,53937.83,ifrs_stage_3_impaired,114,2020-12-20,5.8102,2.8337,fixed,MORTGAGE_STD,active,true,false,2020-04-05T08:15:07+00:00
528,personal,2024-10-20,2031-05-28,2030-12-05,EUR,online,linear,261160.62,12977.33,616.52,,ifrs_stage_2,49,,6.0068,3.8236,fixed,SME_TERM,active,false,false,2024-10-20T08:55:04+00:00
529,corporate,2019-12-19,2028-12-25,2029-10-12,USD,online,annuity,6961588.22,414805.61,41383.95,,fair_value_pnl,5,,4.1968,3.1153,fixed,SME_REVOLVER,active,false,false,2019-12-19T17:54:49+00:00
530,corporate,2021-12-12,2028-09-03,2028-10-26,EUR,online,bullet,1867029.32,61439.04,9082.27,,fair_value_pnl,9,,6.312,1.8796,floating,AUTO_LOAN,waived,false,false,2021-12-12T13:28:58+00:00
531,personal,2019-07-29,2025-01-11,2024-08-09,EUR,partner,linear,240554.79,2021.4,4246.92,,ifrs_stage_1,2,,6.2545,4.2001,fixed,AUTO_LOAN,waived,false,false,2019-07-29T17:41:48+00:00
532,corporate,2020-02-04,2026-12-01,2026-06-18,EUR,branch,annuity,2929906.83,167730.4,15546.36,,ifrs_stage_1,2,,10.1202,6.3567,fixed,CONSUMER_LOAN,not_applicable,false,false,2020-02-04T16:56:00+00:00
533,personal,2022-12-02,2026-07-09,2027-03-07,EUR,online,linear,289541.42,8249.23,4169.65,,fair_value_pnl,0,,4.4568,1.7973,mixed,AUTO_LOAN,not_applicable,false,false,2022-12-02T16:44:29+00:00
534,personal,2021-03-31,2030-09-17,2031-03-31,USD,broker,linear,234928.95,408.82,2763.38,,ifrs_stage_2,78,,4.8575,4.0257,floating,CONSUMER_LOAN,not_applicable,false,false,2021-03-31T17:51:52+00:00
535,personal,2019-01-14,2027-06-20,2027-12-06,GBP,broker,annuity,117807.25,1894.5,1658.66,,fair_value_pnl,9,,7.8707,7.1393,fixed,MORTGAGE_STD,not_applicable,false,false,2019-01-14T08:36:49+00:00
536,personal,2022-01-07,2031-08-02,2032-06-03,USD,online,linear,96501.71,884.8,1907.98,,fair_value_pnl,5,,4.0945,2.1597,fixed,AUTO_LOAN,active,false,false,2022-01-07T07:41:09+00:00
537,corporate,2020-11-30,2028-04-18,2027-11-11,GBP,broker,bullet,8636123.11,273842.07,8786.9,,ifrs_stage_1,3,,3.1657,2.8969,mixed,BRIDGE_LOAN,waived,false,false,2020-11-30T17:49:56+00:00
538,corporate,2019-02-06,2027-04-09,2028-02-27,EUR,branch,annuity,2098256.93,17002.96,23425.98,,ifrs_stage_1,3,,6.5853,4.275,fixed,SME_TERM,not_applicable,false,false,2019-02-06T07:38:49+00:00
539,corporate,2020-11-09,2023-02-01,2023-09-02,EUR,broker,annuity,8635349.28,273139.9,133515.76,7651073.11,ifrs_stage_3_impaired,529,2021-12-25,10.4206,8.2407,mixed,AUTO_LOAN,waived,true,false,2020-11-09T11:23:05+00:00
540,personal,2024-06-07,2029-09-16,2030-03-31,USD,branch,annuity,82167.88,3066.77,192.83,,ifrs_stage_2,80,,9.4133,5.1701,fixed,BRIDGE_LOAN,waived,false,false,2024-06-07T13:52:09+00:00
541,personal,2025-04-04,2026-10-10,2027-02-20,EUR,broker,bullet,153142.81,2323.76,2389.48,,ifrs_stage_2,24,,6.4622,6.1386,fixed,CONSUMER_LOAN,active,false,false,2025-04-04T09:19:23+00:00
542,corporate,2023-06-08,2032-10-07,2033-02-23,USD,broker,annuity,2855911.73,26540.9,4740.91,,ifrs_stage_2,44,,7.0355,3.2296,fixed,SME_TERM,active,false,false,2023-06-08T22:44:21+00:00
543,corporate,2019-10-27,2024-06-23,2024-09-07,EUR,branch,annuity,8561719.87,40603.54,103141.57,,fair_value_pnl,3,,6.5446,4.5078,floating,MORTGAGE_STD,waived,false,false,2019-10-27T20:38:39+00:00
544,personal,2021-03-09,2030-10-14,2030-08-06,EUR,online,linear,95930.92,4086.19,1423.32,,ifrs_stage_1,6,,9.653,5.3899,fixed,SME_TERM,waived,false,false,2021-03-09T11:27:16+00:00
545,personal,2020-02-16,2026-06-08,2026-05-05,EUR,online,bullet,98313.34,114.19,1959.41,,ifrs_stage_2,60,,13.2845,8.8829,floating,AUTO_LOAN,not_applicable,false,false,2020-02-16T15:09:26+00:00
546,corporate,2023-07-11,2024-08-03,2024-07-25,USD,broker,bullet,118575.59,5403.1,1000.31,120706.63,ifrs_stage_3_impaired,206,2024-07-19,8.0903,4.391,floating,AUTO_LOAN,not_applicable,true,true,2023-07-11T06:55:40+00:00
547,personal,2023-12-13,2027-11-28,2027-06-30,USD,online,bullet,94464.5,580.5,505.24,,ifrs_stage_1,6,,7.4571,6.1569,floating,CONSUMER_LOAN,waived,false,false,2023-12-13T00:17:27+00:00
548,corporate,2019-05-01,2022-10-23,2022-11-20,GBP,online,bullet,3556778.82,55725.51,56610.41,,ifrs_stage_2,91,,9.7703,7.7889,mixed,SME_REVOLVER,not_applicable,false,false,2019-05-01T04:41:51+00:00
549,corporate,2022-08-15,2032-04-25,2032-07-09,GBP,broker,linear,5951149.15,104150.41,102872.73,,other_not_impaired,2,,9.1895,5.1524,fixed,SME_TERM,active,false,false,2022-08-15T10:48:51+00:00
550,personal,2025-01-27,2026-07-14,2027-03-30,GBP,broker,annuity,256276.04,3944.48,2958.55,,other_not_impaired,3,,6.3367,4.4995,floating,SME_TERM,active,false,false,2025-01-27T07:29:48+00:00
551,corporate,2019-12-26,2023-12-25,2023-12-26,USD,broker,annuity,1603468.66,88850.92,9122.58,,other_not_impaired,1,,5.5985,2.9068,floating,BRIDGE_LOAN,waived,false,false,2019-12-26T11:50:47+00:00
552,personal,2023-02-06,2032-09-12,2032-04-06,GBP,partner,bullet,61522.35,597.7,524.68,,fair_value_pnl,9,,8.239,3.8321,mixed,BRIDGE_LOAN,active,false,false,2023-02-06T15:27:49+00:00
553,personal,2025-02-11,2029-09-23,2029-11-06,GBP,online,annuity,36673.39,1795.96,281.99,,ifrs_stage_1,7,,2.3934,0.8791,mixed,MORTGAGE_STD,waived,false,false,2025-02-11T10:21:42+00:00
554,personal,2024-06-10,2029-10-15,2029-06-26,EUR,branch,linear,36317.35,987.92,599.33,,ifrs_stage_2,7,,8.0526,7.4295,fixed,CONSUMER_LOAN,not_applicable,false,false,2024-06-10T17:45:01+00:00
555,personal,2024-10-14,2029-04-19,2029-11-03,GBP,broker,annuity,227931.52,4031.67,2839.92,,fair_value_pnl,6,,10.5196,8.126,floating,SME_REVOLVER,not_applicable,false,false,2024-10-14T08:13:14+00:00
556,personal,2021-01-18,2023-12-02,2024-10-15,USD,branch,bullet,141017.39,2574.74,1937.86,120697.22,ifrs_stage_3_impaired,481,2022-12-07,7.213,7.1439,mixed,MORTGAGE_STD,waived,true,false,2021-01-18T02:48:31+00:00
557,corporate,2024-08-01,2029-03-25,2028-11-10,GBP,partner,linear,291278.85,13031.7,3159.04,,ifrs_stage_1,0,,4.9188,0.5494,floating,MORTGAGE_STD,active,false,false,2024-08-01T19:01:03+00:00
558,corporate,2024-11-27,2029-12-08,2030-02-13,GBP,partner,annuity,901404.11,10876.34,15936.4,,other_not_impaired,5,,4.4387,2.2075,mixed,MORTGAGE_STD,active,false,false,2024-11-27T22:09:43+00:00
559,corporate,2024-04-15,2029-03-30,2029-09-08,EUR,partner,annuity,4062903.24,59197.23,2327.56,,ifrs_stage_2,65,,4.5323,2.9575,mixed,AUTO_LOAN,active,false,false,2024-04-15T13:12:27+00:00
560,personal,2021-01-06,2030-07-12,2030-09-12,EUR,branch,linear,288536.76,15329.34,3975.36,,fair_value_pnl,5,,5.9076,5.8728,fixed,CONSUMER_LOAN,not_applicable,false,false,2021-01-06T18:53:16+00:00
561,corporate,2024-09-08,2032-07-03,2032-11-29,USD,online,annuity,4038375.99,15516.15,62487.13,,fair_value_pnl,6,,1.8901,1.0976,mixed,MORTGAGE_STD,not_applicable,false,false,2024-09-08T21:28:32+00:00
562,corporate,2024-01-25,2033-08-15,2034-04-24,USD,online,linear,3735600.23,47699.32,34326.24,,fair_value_pnl,0,,6.2908,2.9158,floating,MORTGAGE_STD,waived,false,false,2024-01-25T00:15:32+00:00
563,personal,2020-10-26,2022-07-16,2022-08-18,GBP,broker,bullet,166857.59,1009.69,1651.08,,other_not_impaired,4,,9.2764,7.9193,mixed,BRIDGE_LOAN,active,false,false,2020-10-26T02:50:39+00:00
564,personal,2023-10-22,2030-09-29,2031-09-23,GBP,broker,annuity,90944.13,1538.81,1154.58,,fair_value_pnl,0,,5.317,1.0837,floating,CONSUMER_LOAN,not_applicable,false,false,2023-10-22T12:33:53+00:00
565,personal,2024-07-31,2033-06-19,2034-05-16,GBP,broker,bullet,211538.86,433.46,2804.64,,ifrs_stage_2,56,,10.0341,6.6811,floating,CONSUMER_LOAN,active,false,false,2024-07-31T05:19:59+00:00
566,corporate,2022-11-09,2026-12-01,2026-09-09,GBP,online,bullet,5265455.05,287035.77,6999.86,,ifrs_stage_1,2,,10.9787,8.1331,mixed,MORTGAGE_STD,waived,false,false,2022-11-09T17:20:10+00:00
567,corporate,2020-05-16,2023-07-14,2023-04-23,EUR,branch,linear,6588082.13,282120.82,3695.16,,ifrs_stage_2,62,,7.8004,4.8043,fixed,SME_TERM,not_applicable,false,false,2020-05-16T05:31:30+00:00
568,personal,2019-05-06,2021-08-13,2022-05-16,EUR,broker,bullet,292654.51,15071.62,669.71,,other_not_impaired,1,,3.1543,0.5554,mixed,BRIDGE_LOAN,active,false,false,2019-05-06T04:04:50+00:00
569,corporate,2019-12-31,2021-02-20,2021-01-06,USD,broker,annuity,2975686.28,14969.29,19294.68,,ifrs_stage_1,7,,11.6273,8.8476,fixed,MORTGAGE_STD,waived,false,false,2019-12-31T23:13:09+00:00
570,personal,2020-01-22,2028-10-05,2028-10-09,USD,broker,linear,282673.79,7150.54,3312.54,308725.55,ifrs_stage_3_impaired,118,2023-08-07,8.1299,6.4303,floating,MORTGAGE_STD,active,true,false,2020-01-22T15:41:17+00:00
571,personal,2023-10-04,2029-08-04,2029-09-09,EUR,online,bullet,294199.5,2913.7,1332.87,302902.57,ifrs_stage_3_impaired,368,2024-09-03,9.6768,8.9504,fixed,AUTO_LOAN,active,true,false,2023-10-04T07:28:05+00:00
572,personal,2022-03-22,2031-01-07,2031-03-23,USD,branch,linear,117990.95,3221.57,950.86,,fair_value_pnl,3,,3.6716,0.8654,floating,AUTO_LOAN,waived,false,false,2022-03-22T21:31:34+00:00
573,corporate,2021-09-09,2031-07-31,2031-11-26,USD,broker,annuity,7167695.64,145930.41,70373.44,,other_not_impaired,1,,10.4293,7.3421,fixed,SME_REVOLVER,active,false,false,2021-09-09T19:40:32+00:00
574,personal,2022-06-05,2024-11-18,2025-07-09,EUR,branch,annuity,201805.79,4850.04,2530.92,,other_not_impaired,4,,6.6325,5.1376,mixed,SME_REVOLVER,not_applicable,false,false,2022-06-05T19:47:12+00:00
575,personal,2023-01-10,2030-05-11,2030-04-18,GBP,broker,linear,159875.71,375.0,2749.21,185876.97,ifrs_stage_3_impaired,457,2024-07-25,8.0833,5.7349,floating,AUTO_LOAN,not_applicable,true,false,2023-01-10T20:13:33+00:00
576,personal,2023-06-09,2025-01-23,2025-10-22,EUR,branch,bullet,146371.78,5264.87,1000.21,,ifrs_stage_2,40,,3.6233,0.7273,fixed,BRIDGE_LOAN,not_applicable,false,false,2023-06-09T08:38:08+00:00
577,corporate,2024-12-02,2026-02-11,2026-10-22,GBP,partner,linear,2314818.88,23677.81,5587.06,,other_not_impaired,5,,10.501,6.8681,floating,MORTGAGE_STD,active,false,false,2024-12-02T05:50:07+00:00
578,personal,2024-12-14,2032-09-01,2032-05-23,EUR,broker,bullet,220228.9,2348.69,4264.24,,ifrs_stage_1,2,,9.2126,5.7482,fixed,BRIDGE_LOAN,active,false,false,2024-12-14T10:16:30+00:00
579,personal,2022-07-29,2027-10-29,2028-02-06,EUR,branch,annuity,155085.66,7867.99,324.37,117462.99,ifrs_stage_3_impaired,339,2024-06-25,3.4973,1.2577,floating,SME_REVOLVER,waived,true,false,2022-07-29T17:05:21+00:00
580,personal,2022-03-25,2027-10-20,2028-08-28,USD,branch,bullet,189114.25,117.0,1188.32,,fair_value_pnl,7,,4.2194,2.007,floating,SME_REVOLVER,active,false,false,2022-03-25T00:44:00+00:00
581,personal,2019-11-22,2028-11-06,2028-12-12,GBP,partner,linear,258435.87,6054.77,1340.28,304994.6,ifrs_stage_3_impaired,110,2020-11-03,2.9011,1.3338,fixed,SME_REVOLVER,not_applicable,true,false,2019-11-22T20:31:43+00:00
582,personal,2024-07-31,2027-06-30,2028-03-02,GBP,partner,annuity,247262.38,10059.61,768.08,,ifrs_stage_2,42,,4.4687,2.6643,mixed,SME_TERM,not_applicable,false,false,2024-07-31T06:30:36+00:00
583,personal,2024-05-11,2029-04-20,2028-12-21,EUR,partner,linear,187238.08,5100.16,1285.56,,ifrs_stage_1,6,,1.9149,1.1809,fixed,AUTO_LOAN,active,false,false,2024-05-11T17:33:43+00:00
584,corporate,2025-06-13,2029-06-14,2029-11-14,GBP,online,annuity,4738472.34,255452.09,13443.52,,other_not_impaired,9,,12.7408,8.8059,mixed,CONSUMER_LOAN,not_applicable,false,false,2025-06-13T12:48:17+00:00
585,personal,2022-10-18,2027-01-24,2027-11-29,USD,partner,annuity,135506.11,5397.12,1626.93,,other_not_impaired,6,,7.0203,6.4973,fixed,SME_REVOLVER,not_applicable,false,false,2022-10-18T22:18:25+00:00
586,personal,2024-08-25,2029-06-09,2029-07-23,GBP,broker,bullet,26049.15,511.33,75.15,25132.95,ifrs_stage_3_impaired,246,2025-08-09,6.4525,6.318,fixed,AUTO_LOAN,waived,true,true,2024-08-25T19:44:45+00:00
587,personal,2022-02-22,2031-03-22,2030-11-29,GBP,partner,annuity,227584.39,2890.28,336.43,,ifrs_stage_2,55,,10.8813,7.6188,floating,MORTGAGE_STD,waived,false,false,2022-02-22T20:39:37+00:00
588,personal,2022-04-01,2029-08-28,2029-03-01,GBP,partner,bullet,79192.98,2478.19,1357.91,,ifrs_stage_1,1,,11.2148,7.2728,fixed,AUTO_LOAN,active,false,false,2022-04-01T01:04:21+00:00
589,corporate,2024-12-27,2032-09-17,2032-07-22,EUR,branch,bullet,5606697.7,141395.94,43813.19,,ifrs_stage_1,1,,3.6047,2.9244,floating,SME_REVOLVER,active,false,false,2024-12-27T15:00:47+00:00
590,corporate,2022-10-14,2028-11-20,2029-10-08,EUR,online,bullet,4940660.52,18483.12,29738.02,,other_not_impaired,2,,7.522,3.9229,floating,SME_REVOLVER,active,false,false,2022-10-14T06:50:25+00:00
591,personal,2023-10-22,2027-11-23,2028-11-13,USD,branch,bullet,66810.43,2062.02,479.32,,ifrs_stage_1,2,,7.957,7.8709,fixed,CONSUMER_LOAN,active,false,false,2023-10-22T00:52:19+00:00
592,personal,2020-06-15,2024-01-17,2024-06-12,GBP,online,bullet,111393.71,83.41,302.11,,ifrs_stage_2,75,,3.8969,2.6921,floating,MORTGAGE_STD,active,false,false,2020-06-15T14:09:22+00:00
593,corporate,2020-08-05,2023-12-18,2023-12-13,GBP,online,annuity,6308286.76,333683.56,114549.19,,ifrs_stage_2,11,,1.7529,1.1825,floating,BRIDGE_LOAN,waived,false,false,2020-08-05T17:27:04+00:00
594,personal,2025-05-08,2035-01-17,2035-12-26,USD,online,bullet,126812.01,7255.48,2009.94,140744.46,ifrs_stage_3_impaired,154,2025-12-12,2.1749,1.1545,mixed,AUTO_LOAN,not_applicable,true,false,2025-05-08T04:31:06+00:00
595,personal,2020-08-05,2024-11-14,2025-03-29,GBP,partner,annuity,110452.87,4331.89,652.84,,ifrs_stage_2,56,,7.0621,5.6148,fixed,AUTO_LOAN,not_applicable,false,false,2020-08-05T19:55:36+00:00
596,personal,2020-05-03,2025-09-21,2025-06-09,EUR,broker,linear,8514.01,263.43,137.18,,ifrs_stage_2,40,,5.2647,3.9475,mixed,SME_TERM,active,false,false,2020-05-03T13:36:48+00:00
597,personal,2024-07-23,2032-01-17,2031-12-16,GBP,online,linear,180864.41,5845.56,269.75,,ifrs_stage_1,0,,7.79,3.7165,fixed,MORTGAGE_STD,active,false,false,2024-07-23T09:15:54+00:00
598,personal,2025-03-26,2029-07-17,2029-02-01,EUR,online,bullet,119639.88,5610.89,1122.07,,fair_value_pnl,4,,5.1365,4.3066,fixed,BRIDGE_LOAN,waived,false,false,2025-03-26T23:46:43+00:00
599,corporate,2022-04-07,2029-06-23,2029-09-04,USD,partner,annuity,2678458.75,25546.89,45884.09,,other_not_impaired,5,,4.0823,2.1714,floating,BRIDGE_LOAN,active,false,false,2022-04-07T08:11:32+00:00
600,personal,2021-08-12,2028-05-27,2028-03-02,GBP,broker,linear,173603.76,2186.81,2874.55,171758.53,ifrs_stage_3_impaired,503,2025-12-22,8.3019,6.8371,mixed,AUTO_LOAN,not_applicable,true,true,2021-08-12T06:19:32+00:00
601,personal,2022-05-31,2029-01-10,2029-08-10,USD,branch,bullet,104184.95,1685.31,1159.35,,ifrs_stage_2,54,,6.0214,5.4451,mixed,CONSUMER_LOAN,waived,false,false,2022-05-31T11:59:29+00:00
602,corporate,2025-01-17,2032-01-02,2032-01-03,USD,partner,linear,5328721.4,162543.22,1613.76,,other_not_impaired,8,,10.0319,6.8224,floating,CONSUMER_LOAN,not_applicable,false,false,2025-01-17T08:08:58+00:00
603,personal,2025-02-25,2028-12-29,2029-06-23,USD,broker,bullet,126027.1,3735.4,43.37,,other_not_impaired,0,,5.25,4.2131,fixed,BRIDGE_LOAN,waived,false,false,2025-02-25T16:46:59+00:00
604,personal,2025-01-03,2028-05-14,2028-05-29,EUR,partner,annuity,233463.61,11755.18,2522.25,,ifrs_stage_1,4,,5.097,1.6338,fixed,SME_REVOLVER,not_applicable,false,false,2025-01-03T19:05:41+00:00
605,personal,2023-01-22,2032-08-12,2033-03-11,GBP,broker,bullet,87905.05,2552.22,355.67,,ifrs_stage_2,79,,6.0597,3.3609,mixed,CONSUMER_LOAN,not_applicable,false,false,2023-01-22T06:38:01+00:00
606,corporate,2024-03-29,2027-10-18,2027-06-20,GBP,branch,annuity,7841958.62,419899.49,126856.85,,ifrs_stage_2,42,,8.8846,6.6149,mixed,AUTO_LOAN,waived,false,false,2024-03-29T07:35:59+00:00
607,corporate,2022-12-03,2029-01-16,2030-01-03,USD,branch,annuity,182060.94,8773.38,299.48,,fair_value_pnl,4,,1.1746,0.7198,fixed,CONSUMER_LOAN,active,false,false,2022-12-03T20:55:17+00:00
608,corporate,2024-10-24,2033-10-22,2033-06-27,EUR,online,linear,8810655.92,65468.36,148323.95,,fair_value_pnl,3,,5.0834,3.5751,fixed,SME_TERM,active,false,false,2024-10-24T13:52:19+00:00
609,personal,2025-04-08,2034-11-19,2035-07-15,GBP,partner,bullet,206996.53,4553.18,2089.77,204320.31,ifrs_stage_3_impaired,592,2025-05-28,10.8729,7.9809,floating,SME_TERM,active,true,false,2025-04-08T02:35:24+00:00
610,corporate,2024-02-16,2029-05-07,2029-01-23,USD,broker,bullet,4516745.77,149613.98,33179.82,,ifrs_stage_1,6,,3.9365,3.5612,mixed,MORTGAGE_STD,waived,false,false,2024-02-16T10:55:26+00:00
611,corporate,2024-03-22,2030-08-28,2031-07-12,USD,partner,linear,9453679.12,38712.16,139274.29,,other_not_impaired,9,,8.7548,4.2834,fixed,MORTGAGE_STD,active,false,false,2024-03-22T05:31:50+00:00
612,personal,2021-09-11,2030-11-05,2030-10-19,EUR,online,linear,135935.61,4292.25,1667.42,,fair_value_pnl,8,,5.5695,1.4462,floating,SME_REVOLVER,not_applicable,false,false,2021-09-11T18:03:08+00:00
613,corporate,2020-09-07,2023-11-07,2024-03-30,USD,partner,annuity,4592200.88,737.99,48514.21,4523564.57,ifrs_stage_3_impaired,259,2022-05-02,8.1054,5.6556,fixed,SME_TERM,not_applicable,true,false,2020-09-07T17:07:24+00:00
614,personal,2024-06-27,2026-10-02,2026-06-17,GBP,broker,annuity,256716.45,9867.32,3993.41,,fair_value_pnl,2,,4.1835,1.1916,fixed,AUTO_LOAN,active,false,false,2024-06-27T08:51:22+00:00
615,corporate,2024-12-20,2030-06-17,2030-11-23,EUR,partner,bullet,6511888.55,318073.76,113965.97,,ifrs_stage_2,65,,1.4888,0.5592,mixed,SME_REVOLVER,active,false,false,2024-12-20T23:02:45+00:00
616,personal,2020-07-11,2026-12-29,2026-10-10,USD,online,linear,161239.08,4780.32,2455.82,,fair_value_pnl,3,,5.0952,2.9099,mixed,CONSUMER_LOAN,waived,false,false,2020-07-11T12:16:32+00:00
